calibration_target,public_dataset,seed,baseline,block_length,n_test,mean_winkler_baseline_minus_ours,ci95_low,ci95_high,p_two_sided_block_bootstrap,ours_significantly_lower_95
0.88,SDWPF-SCADA,44,MLP-QR,12,12704,15.100116105163728,4.829145696391387,25.472327350248907,0.003,True
0.88,SDWPF-SCADA,44,MLP-QR,24,12704,15.100116105163728,3.0524880436565773,27.7462897167398,0.02,True
0.88,SDWPF-SCADA,44,MLP-QR,48,12704,15.100116105163728,-1.1532666947138999,32.2864968811835,0.064,False
0.88,SDWPF-SCADA,44,LSTM-QR,12,12704,-6.536377784286999,-17.30681120082173,3.796435059257947,0.197,False
0.88,SDWPF-SCADA,44,LSTM-QR,24,12704,-6.536377784286999,-19.119587876484438,6.430361118334661,0.329,False
0.88,SDWPF-SCADA,44,LSTM-QR,48,12704,-6.536377784286999,-21.601704062172388,8.200836612175324,0.4,False
0.88,SDWPF-SCADA,44,GRU-QR,12,12704,-21.70505757295815,-32.4983964885212,-11.380588070871854,0.0,False
0.88,SDWPF-SCADA,44,GRU-QR,24,12704,-21.70505757295815,-34.37213111347155,-8.966784117113747,0.001,False
0.88,SDWPF-SCADA,44,GRU-QR,48,12704,-21.70505757295815,-37.93480467366932,-5.707223711866593,0.007,False
0.88,SDWPF-SCADA,44,CNN-QR,12,12704,103.18443174025874,90.66367910854161,114.81617873423644,0.0,True
0.88,SDWPF-SCADA,44,CNN-QR,24,12704,103.18443174025874,87.82731182761397,118.4670306168215,0.0,True
0.88,SDWPF-SCADA,44,CNN-QR,48,12704,103.18443174025874,84.7699330909126,121.53952578801652,0.0,True
0.88,SDWPF-SCADA,44,Transformer-QR,12,12704,-21.67760904489897,-32.83521757930592,-10.967576632691873,0.0,False
0.88,SDWPF-SCADA,44,Transformer-QR,24,12704,-21.67760904489897,-34.320697511893975,-7.989656215380665,0.002,False
0.88,SDWPF-SCADA,44,Transformer-QR,48,12704,-21.67760904489897,-37.30875020654736,-5.746209448981348,0.009,False
