calibration_target,public_dataset,seed,baseline,block_length,n_test,mean_winkler_baseline_minus_ours,ci95_low,ci95_high,p_two_sided_block_bootstrap,ours_significantly_lower_95
0.88,SDWPF-SCADA,44,SQR,12,12704,50.73665698889821,39.68450850218309,61.592793515046836,0.0,True
0.88,SDWPF-SCADA,44,SQR,24,12704,50.73665698889821,37.364174224687766,63.62670620986136,0.0,True
0.88,SDWPF-SCADA,44,SQR,48,12704,50.73665698889821,34.76834858764028,66.34691726560857,0.0,True
0.88,SDWPF-SCADA,44,LUBE-NN,12,12704,143.99355677093007,129.1080362779668,158.8593658445464,0.0,True
0.88,SDWPF-SCADA,44,LUBE-NN,24,12704,143.99355677093007,124.8651950986019,163.06924134916264,0.0,True
0.88,SDWPF-SCADA,44,LUBE-NN,48,12704,143.99355677093007,122.97083063708145,165.85670963540784,0.0,True
0.88,SDWPF-SCADA,44,RQR-MLP,12,12704,140.05353574368456,129.64822711614278,150.49196930033733,0.0,True
0.88,SDWPF-SCADA,44,RQR-MLP,24,12704,140.05353574368456,126.92995786276512,152.82819657773155,0.0,True
0.88,SDWPF-SCADA,44,RQR-MLP,48,12704,140.05353574368456,121.22562430634606,156.68136926186776,0.0,True
0.88,SDWPF-SCADA,44,KDE,12,12704,105.93826600586438,94.29234145624511,117.88720943201099,0.0,True
0.88,SDWPF-SCADA,44,KDE,24,12704,105.93826600586438,90.67201895951024,121.47134934480604,0.0,True
0.88,SDWPF-SCADA,44,KDE,48,12704,105.93826600586438,86.31286618253147,124.85945979521917,0.0,True
