calibration_target,setting,public_dataset,seed,method,rank,PICP,PINAW,Winkler,RMSE,MAE,R2,params,best_lambda,posthoc_calibration,baseline_common_calibration,calibration_q_scaled,calib_val_picp_before,calib_val_picp_after,time_s,stage1_cache_time_s,stage2_time_s,dpr_cache_status
0.84,common_validation_conformal_084,Longyuan-SCADA,42,Transformer-QR,2,0.7752766119801603,0.23321719467639923,85.26397705078125,25.194305419921875,15.887709617614746,0.7545346021652222,17733,,,conformal,0.07525679469108582,0.7559580552907531,0.8408007626310772,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.84,common_validation_conformal_084,Longyuan-SCADA,42,SQR,10,0.7241510873712323,0.18343721330165863,97.07814025878906,26.73143196105957,17.034332275390625,0.7236688137054443,1729,,,conformal,0.15892641246318817,0.665395614871306,0.8408007626310772,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.84,common_validation_conformal_084,Longyuan-SCADA,42,LUBE-NN,7,0.767836703548264,0.23186151683330536,94.890380859375,24.319990158081055,15.301006317138672,0.7712756991386414,1829,,,conformal,0.40222159028053284,0.00667302192564347,0.8408007626310772,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.84,common_validation_conformal_084,Longyuan-SCADA,42,RQR-MLP,6,0.9303700877527661,0.40282854437828064,93.38450622558594,25.857723236083984,17.202842712402344,0.7414371967315674,1829,,,conformal,0.0,0.9475691134413727,0.9475691134413727,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.84,common_validation_conformal_084,Longyuan-SCADA,42,KDE,9,0.7687905379626097,0.22988101840019226,95.26223754882812,24.402912139892578,15.2567720413208,0.7697133421897888,0,,,conformal,0.026923269033432007,0.8198284080076264,0.8408007626310772,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,Proposed model,1,0.7947348340328119,0.25883835554122925,80.08389282226562,24.28685188293457,16.75912094116211,0.771898627281189,4373,0.45,conformal,,0.03293338418006897,0.7998093422306959,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,MLP-QR,3,0.8117130866081648,0.24686798453330994,86.62960052490234,24.31342315673828,15.523334503173828,0.771399199962616,1829,,,conformal,0.17024099826812744,0.7283126787416587,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,LSTM-QR,4,0.7455169782525753,0.19462312757968903,87.75144958496094,24.41715431213379,15.341861724853516,0.769444465637207,9093,,,conformal,0.07134360074996948,0.8102955195424214,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,GRU-QR,5,0.7539107210988173,0.20806580781936646,89.89010620117188,24.430452346801758,15.35573959350586,0.7691932320594788,6981,,,conformal,0.09375420212745667,0.7988560533841754,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
0.86,common_validation_conformal_086,Longyuan-SCADA,42,CNN-QR,7,0.7941625333842045,0.25489822030067444,94.37203216552734,24.631921768188477,15.554181098937988,0.765370786190033,3525,,,conformal,0.10382217168807983,0.8083889418493804,0.8608198284080076,851.8960454463959,0.007487773895263672,851.8871998786926,hit
