calibration_target,setting,public_dataset,method,n,PICP_mean,PICP_std,PINAW_mean,PINAW_std,Winkler_mean,Winkler_std,rank_mean,rank_std,PICP_below_080,PICP_below_target,cached_audit_time_s_mean,stage2_time_s_mean
0.86,common_validation_conformal_086,SDWPF-SCADA,GRU-QR,3,0.8444846767422334,0.019948457386682196,0.1543024182319641,0.00781515328770792,347.5089416503906,4.622171868833231,2.3333333333333335,0.5773502691896258,0,3,2560.671411673228,2560.6551225980124
0.86,common_validation_conformal_086,SDWPF-SCADA,KDE,3,0.8912678421494542,0.014718159616465411,0.24494324624538422,0.012049032949825917,465.49814860026044,15.171284500373089,8.0,0.0,0,0,2560.671411673228,2560.6551225980124
0.86,common_validation_conformal_086,SDWPF-SCADA,LSTM-QR,3,0.8534319899244333,0.01167192539948742,0.16105794409910837,0.010856079211578775,351.3149108886719,11.560506229253456,2.3333333333333335,1.1547005383792515,0,2,2560.671411673228,2560.6551225980124
0.86,common_validation_conformal_086,SDWPF-SCADA,LUBE-NN,3,0.9118387909319899,0.01244524526848363,0.2455504983663559,0.009164278433022225,467.1385498046875,26.552198243138832,8.0,1.7320508075688772,0,0,2560.671411673228,2560.6551225980124
0.86,common_validation_conformal_086,SDWPF-SCADA,MLP-QR,3,0.8571053736356004,0.007381777935909135,0.18341227372487387,0.006807104810539253,387.19130452473956,12.271820331069247,5.0,1.0,0,2,2560.671411673228,2560.6551225980124
0.86,common_validation_conformal_086,SDWPF-SCADA,RQR-MLP,3,0.9743650293870697,0.010695542279193303,0.31587209304173786,0.01878054948250222,500.2813212076823,23.856366937635254,9.666666666666666,0.5773502691896257,0,0,2560.671411673228,2560.6551225980124
0.86,common_validation_conformal_086,SDWPF-SCADA,SQR,3,0.8884078505457599,0.01295108985949475,0.20706263184547424,0.011746121092566906,410.54054768880206,16.24647257789622,5.333333333333333,0.5773502691896258,0,0,2560.671411673228,2560.6551225980124
0.86,common_validation_conformal_086,SDWPF-SCADA,Transformer-QR,3,0.7858154911838792,0.116113648667462,0.15872852007548013,0.006882037154240526,423.32313028971356,98.41659872939728,5.0,4.58257569495584,1,2,2560.671411673228,2560.6551225980124
0.88,common_validation_conformal_088,WPF-SCADA,Proposed model,3,0.8696629213483146,0.003538408187066193,0.19272700945536295,0.004559994751019367,467.96612548828125,7.681641795512076,1.0,0.0,0,3,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,WPF-SCADA,CNN-QR,3,0.8676881171263194,0.01888145948142574,0.25830725332101184,0.012172799270832894,669.2049763997396,40.924654012385034,7.333333333333333,0.5773502691896258,0,2,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,WPF-SCADA,GRU-QR,3,0.8621041879468846,0.002896311926201811,0.2163854787747065,0.0010378001944700247,565.7828165690104,12.025671307938035,2.0,0.0,0,3,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,WPF-SCADA,KDE,3,0.8390194075587335,0.002671439597675611,0.22978164752324423,0.0020473925826297607,690.8811442057291,7.434622929965313,7.666666666666667,0.5773502691896258,0,3,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,WPF-SCADA,LSTM-QR,3,0.856996935648621,0.004627069112525467,0.21566936870416006,0.0009814257026470776,577.3586222330729,4.369842542119894,3.0,0.0,0,3,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,WPF-SCADA,LUBE-NN,3,0.8525025536261491,0.009536212475574079,0.31426529089609784,0.00286962553852943,778.4447631835938,56.57322744921228,9.666666666666666,0.5773502691896257,0,3,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,WPF-SCADA,MLP-QR,3,0.8542730677562139,0.01807168828520991,0.22150976955890656,0.010129502964456815,620.4786987304688,16.42569571494331,5.333333333333333,0.5773502691896258,0,3,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,WPF-SCADA,RQR-MLP,3,0.9701055498808308,0.006493511958728686,0.4026418427626292,0.0029017387473711407,745.4870808919271,8.213068120885282,9.333333333333334,0.5773502691896257,0,0,1342.3768135706584,1342.3665487766266
0.88,common_validation_conformal_088,WPF-SCADA,SQR,3,0.8421518556350017,0.004148313084240562,0.2111758589744568,0.0028934581872323657,634.5906778971354,20.760100296608666,5.666666666666667,0.5773502691896258,0,3,1342.3768135706584,1342.3665487766266
