calibration_target,public_dataset,seed,baseline,block_length,n_test,mean_winkler_baseline_minus_ours,ci95_low,ci95_high,p_two_sided_block_bootstrap,ours_significantly_lower_95
0.88,WPF-SCADA,42,LSTM-QR,12,4895,110.09331467287416,87.16951539639182,134.40089184696217,0.0,True
0.88,WPF-SCADA,42,LSTM-QR,24,4895,110.09331467287416,86.63542444645711,138.8184944162732,0.0,True
0.88,WPF-SCADA,42,LSTM-QR,48,4895,110.09331467287416,85.05704817169817,136.90861127604566,0.0,True
0.88,WPF-SCADA,42,LUBE-NN,12,4895,268.7254150330451,244.40758645541686,292.0533763555573,0.0,True
0.88,WPF-SCADA,42,LUBE-NN,24,4895,268.7254150330451,242.88113680460592,293.6728094391436,0.0,True
0.88,WPF-SCADA,42,LUBE-NN,48,4895,268.7254150330451,242.81187463675718,296.2203560391563,0.0,True
0.88,WPF-SCADA,42,MLP-QR,12,4895,155.95771723747066,125.69064034626126,190.18059124720548,0.0,True
0.88,WPF-SCADA,42,MLP-QR,24,4895,155.95771723747066,123.92234069545773,194.46432937745402,0.0,True
0.88,WPF-SCADA,42,MLP-QR,48,4895,155.95771723747066,122.63309104677133,194.9951720426626,0.0,True
0.88,WPF-SCADA,42,RQR-MLP,12,4895,272.29639585938077,252.2426493898242,293.2750607542269,0.0,True
0.88,WPF-SCADA,42,RQR-MLP,24,4895,272.29639585938077,246.51496442667508,297.15598699550617,0.0,True
0.88,WPF-SCADA,42,RQR-MLP,48,4895,272.29639585938077,239.46643914324713,301.5294560131672,0.0,True
0.88,WPF-SCADA,42,SQR,12,4895,190.96935029998957,152.17103780160062,234.8468334098285,0.0,True
0.88,WPF-SCADA,42,SQR,24,4895,190.96935029998957,148.34959169957716,240.71959909034967,0.0,True
0.88,WPF-SCADA,42,SQR,48,4895,190.96935029998957,148.11494258344885,238.82069613579188,0.0,True
0.88,WPF-SCADA,42,Transformer-QR,12,4895,146.22154419687558,116.83293365846386,179.36520208611282,0.0,True
0.88,WPF-SCADA,42,Transformer-QR,24,4895,146.22154419687558,114.91308679072085,182.93189296589156,0.0,True
0.88,WPF-SCADA,42,Transformer-QR,48,4895,146.22154419687558,112.36065271668622,182.9620902867265,0.0,True
0.88,WPF-SCADA,43,CNN-QR,12,4895,232.81853785739537,194.57131772839244,277.05671637353237,0.0,True
0.88,WPF-SCADA,43,CNN-QR,24,4895,232.81853785739537,190.71568769407443,278.16716345828735,0.0,True
0.88,WPF-SCADA,43,CNN-QR,48,4895,232.81853785739537,192.52378416474906,278.3597658802643,0.0,True
0.88,WPF-SCADA,43,GRU-QR,12,4895,103.04192389343645,77.3150164023205,130.54152816222197,0.0,True
0.88,WPF-SCADA,43,GRU-QR,24,4895,103.04192389343645,76.47521951228308,131.46766236690985,0.0,True
0.88,WPF-SCADA,43,GRU-QR,48,4895,103.04192389343645,76.5707445770625,134.4298596905349,0.0,True
0.88,WPF-SCADA,43,KDE,12,4895,222.86075217298293,179.90440639137518,270.52804496482815,0.0,True
0.88,WPF-SCADA,43,KDE,24,4895,222.86075217298293,177.9822723763584,277.4551061459271,0.0,True
0.88,WPF-SCADA,43,KDE,48,4895,222.86075217298293,179.76159175936178,273.3487448106457,0.0,True
0.88,WPF-SCADA,43,LSTM-QR,12,4895,105.74861029218596,78.16573304973414,137.16544000774113,0.0,True
0.88,WPF-SCADA,43,LSTM-QR,24,4895,105.74861029218596,77.02434440159311,138.89913730939134,0.0,True
0.88,WPF-SCADA,43,LSTM-QR,48,4895,105.74861029218596,77.4291309756555,136.66972359504567,0.0,True
0.88,WPF-SCADA,43,LUBE-NN,12,4895,282.44865008315014,255.44670727734893,311.9069106580494,0.0,True
0.88,WPF-SCADA,43,LUBE-NN,24,4895,282.44865008315014,250.94641428439164,313.26223179906407,0.0,True
0.88,WPF-SCADA,43,LUBE-NN,48,4895,282.44865008315014,251.90565529572484,314.1953899716291,0.0,True
0.88,WPF-SCADA,43,MLP-QR,12,4895,159.8472564405349,125.4202100967084,198.95187619858748,0.0,True
0.88,WPF-SCADA,43,MLP-QR,24,4895,159.8472564405349,120.16729601681914,203.63100872789263,0.0,True
0.88,WPF-SCADA,43,MLP-QR,48,4895,159.8472564405349,119.48567128036359,202.7324220432511,0.0,True
0.88,WPF-SCADA,43,RQR-MLP,12,4895,268.1084403013643,243.93255701944415,288.8271503810594,0.0,True
0.88,WPF-SCADA,43,RQR-MLP,24,4895,268.1084403013643,237.16727948437023,296.11634072937426,0.0,True
0.88,WPF-SCADA,43,RQR-MLP,48,4895,268.1084403013643,229.0277050524406,303.01627915143143,0.0,True
0.88,WPF-SCADA,43,SQR,12,4895,155.79027292476022,121.97298790526122,194.75906322349468,0.0,True
0.88,WPF-SCADA,43,SQR,24,4895,155.79027292476022,118.99841086750433,200.25920373657368,0.0,True
0.88,WPF-SCADA,43,SQR,48,4895,155.79027292476022,119.76699498598231,195.6399507444456,0.0,True
0.88,WPF-SCADA,43,Transformer-QR,12,4895,136.45273710030608,105.40841671605885,172.61755414058388,0.0,True
0.88,WPF-SCADA,43,Transformer-QR,24,4895,136.45273710030608,103.11789548500965,175.28267611937653,0.0,True
0.88,WPF-SCADA,43,Transformer-QR,48,4895,136.45273710030608,102.88585749274067,174.44575285115516,0.0,True
0.88,WPF-SCADA,44,CNN-QR,12,4895,165.70633170873543,142.3647774555745,191.58038115024766,0.0,True
0.88,WPF-SCADA,44,CNN-QR,24,4895,165.70633170873543,138.73447447858487,195.37099472736736,0.0,True
0.88,WPF-SCADA,44,CNN-QR,48,4895,165.70633170873543,137.710118445439,197.60912875014165,0.0,True
0.88,WPF-SCADA,44,GRU-QR,12,4895,96.26202152652237,75.37173405238835,119.14694191194036,0.0,True
0.88,WPF-SCADA,44,GRU-QR,24,4895,96.26202152652237,73.25567831868734,121.05835753421505,0.0,True
0.88,WPF-SCADA,44,GRU-QR,48,4895,96.26202152652237,74.11778615781341,122.03146469211458,0.0,True
0.88,WPF-SCADA,44,KDE,12,4895,224.58076658549422,183.71383136333623,266.9746395517131,0.0,True
0.88,WPF-SCADA,44,KDE,24,4895,224.58076658549422,180.9751757811767,271.2085946004328,0.0,True
0.88,WPF-SCADA,44,KDE,48,4895,224.58076658549422,183.80721571452068,272.8641971054219,0.0,True
0.88,WPF-SCADA,44,LSTM-QR,12,4895,112.33560785595589,88.6280448483367,138.2195291161557,0.0,True
0.88,WPF-SCADA,44,LSTM-QR,24,4895,112.33560785595589,86.18822054088417,141.30456594167222,0.0,True
0.88,WPF-SCADA,44,LSTM-QR,48,4895,112.33560785595589,86.09671696148786,141.17401336160387,0.0,True
0.88,WPF-SCADA,44,LUBE-NN,12,4895,380.2618358263959,332.7705635456805,431.61408676286544,0.0,True
0.88,WPF-SCADA,44,LUBE-NN,24,4895,380.2618358263959,331.8135186994603,435.29640496695265,0.0,True
0.88,WPF-SCADA,44,LUBE-NN,48,4895,380.2618358263959,332.77693341591686,436.27240774971943,0.0,True
